"site","trt","scnd","zone","quarter","date","plot","pcq_direction","species","dbh_cm","tree_height","eye_height_m","dist_to_tree_m","angle"
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2019-4",2019-11-19,"5","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"1","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"1","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"1","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"1","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"2","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"2","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2019-4",2019-11-19,"5","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","1","Avicennia germinans",3.5,1.6,NA,0.95,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","3","Rhizophora mangle",3,1.7,NA,1.4,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","4","Rhizophora mangle",2,2.5,NA,1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","2","Avicennia germinans",1.8,1.6,NA,0.75,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","1","Avicennia germinans",22,3.8,NA,1.7,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","4","Laguncularia racemosa",3.2,3.1,NA,2.85,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","2","Rhizophora mangle",2.8,2.5,NA,1.4,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","3","Avicennia germinans",15,4.5,NA,3.2,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","1","Laguncularia racemosa",7.8,2.3,NA,1.8,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","4","Laguncularia racemosa",3.8,2.2,NA,2.1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","2","Rhizophora mangle",1,2,NA,4.2,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","2","Avicennia germinans",5,2.7,NA,1.1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","4","Laguncularia racemosa",2,1.9,NA,0.8,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","1","Rhizophora mangle",1.8,1.5,NA,1.05,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","3","Rhizophora mangle",1.5,1.45,NA,0.35,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","3","Rhizophora mangle",6.5,2.3,NA,2.5,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","2","Rhizophora mangle",1.2,1.8,NA,1.3,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","4","Rhizophora mangle",1,1.5,NA,1.6,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"1","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"1","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"1","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"1","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"2","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"2","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-2",2020-05-05,"5","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"1","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"2","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-2",2020-05-05,"5","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","3","Avicennia germinans",15,4,NA,2.5,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","1","Avicennia germinans",11.7,4.4,NA,1.35,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","2","Avicennia germinans",11,5.5,NA,2.55,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","4","Avicennia germinans",8.1,7.3,NA,3.8,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","4","Laguncularia racemosa",16,4.8,NA,1.6,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","2","Avicennia germinans",11.7,3.8,NA,1.55,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","3","Avicennia germinans",2.5,2.6,NA,0.45,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","4","Laguncularia racemosa",10.4,3.7,NA,1.4,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","3","Laguncularia racemosa",9.7,3.9,NA,2.1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","2","Laguncularia racemosa",11.7,2.2,NA,0.65,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","1","Laguncularia racemosa",8.9,2.1,NA,2.1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","4","Rhizophora mangle",2.3,2,NA,1.1,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","4","Avicennia germinans",4.8,4.8,NA,4.5,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","3","Laguncularia racemosa",1.8,1.72,NA,2.8,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Control","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"1","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"1","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"1","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"1","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"2","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"2","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Buttonwood","2020-4",2020-11-19,"5","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"1","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"2","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"3","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"4","4","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","1","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","2","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","3","none",NA,NA,NA,NA,NA
"Fort DeSoto","Restoration","Ft DeSoto","Mangrove","2020-4",2020-11-19,"5","4","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"10","3","Sabal palmetto",40.77,3.35,NA,17.89,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"10","4","Sabal palmetto",39.1,4.88,NA,2.35,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"10","2","Sabal palmetto",30,4.27,NA,2.83,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"10","1","Sabal palmetto",29.12,4.12,NA,3.23,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"11","2","Sabal palmetto",33,3.51,NA,7.68,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"11","4","Casuarina sp.",4.85,3.05,NA,12.61,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"11","1","Casuarina sp.",2.91,3.05,NA,10.54,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"11","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"12","4","Sabal palmetto",45.62,3.96,NA,9.63,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"12","1","Casuarina sp.",38.8,5.49,NA,9.44,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"12","2","Sabal palmetto",31,3.05,NA,8.72,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"12","3","Sabal palmetto",28.15,3.05,NA,4.42,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"13","4","Coccoloba uvifera",38.83,2.44,NA,3.26,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"13","1","Sabal Palmetto",25.2,5.33,NA,5.49,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"13","2","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"13","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"14","4","Sabal Palmetto",36.89,2.74,NA,5.55,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"14","1","Sabal Palmetto",33,3.05,NA,6.92,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"14","2","Sabal Palmetto",26.21,3.66,NA,5.3,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2020-1",2020-02-11,"14","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"0","2","Coccoloba uvifera",52.24,2.13,NA,12.25,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"0","3","Pinus elliottii",14.56,7.62,NA,7.07,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"0","1","Carya sp.",NA,0.91,NA,4.57,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"0","4","Quercus virginiana",NA,NA,NA,1.2,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"2","3","Sabal Palmetto",31.06,3.35,NA,7.62,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"2","4","Sabal Palmetto",27.18,2.44,NA,2.35,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"2","1","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"2","2","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"4","4","Quercus virginiana",NA,0.91,NA,9.99,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"4","1","Quercus virginiana",NA,1.22,NA,9.35,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"4","2","Quercus virginiana",NA,0.91,NA,8.14,NA
"Robinson","Restoration","Robinson","Live Oak Hammock","2020-1",2020-02-11,"4","3","Carya sp.",NA,0.61,NA,4.39,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"221","4","Bursera simaruba",0.404253896912073,1.6764,NA,3.6576,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"221","3","Celtis laevigata",0.404253896912073,2.1336,NA,2.8956,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"221","1","Celtis laevigata",NA,1.2192,NA,3.048,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"221","2","Juniperus virginiana",NA,0.8382,NA,1.0668,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"238","1","Celtis laevigata",0.404253896912073,1.9812,NA,2.1336,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"238","4","Juniperus virginiana",NA,0.6096,NA,3.9624,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"238","3","Juniperus virginiana",NA,0.9144,NA,0.6096,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"238","2","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"264","3","Sabal palmetto",17.7871714641312,3.429,NA,2.5908,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"264","4","Juniperus virginiana",NA,2.8194,NA,5.334,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"264","2","Quercus virginiana",NA,0.9906,NA,2.1336,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"264","1","Juniperus virginiana",NA,0.762,NA,1.0668,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"279","4","Sabal palmetto",19.4041870517795,4.0386,NA,3.6576,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"279","1","Sabal palmetto",15.3616480826588,3.6576,NA,3.5052,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"279","2","Coccoloba uvifera",NA,2.4384,NA,1.524,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"279","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"293","4","Coccoloba uvifera",NA,2.5908,NA,4.1148,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"293","2","Quercus virginiana",NA,1.9812,NA,3.99288,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"293","1","Juniperus virginiana",NA,0.6858,NA,3.048,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"293","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"320","1","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"320","2","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"320","3","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"320","4","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"345","1","none",NA,NA,NA,NA,NA
"Robinson","Restoration","Robinson","Coastal Uplands","2021-1",2021-03-09,"345","2","none",NA,NA,NA,NA,NA
